Domain,Project,Task,Details,Start,End,TimeZone,Duration,Decimal Duration,Project-Extra-1,Project-Extra-2,Task-Extra-1,Task-Extra-2
work,administrative,mail,,2019-01-21 09:51,2019-01-21 11:00,UTC+1:00,1:09,1.15,,,,
work,research,machine learning,,2019-01-21 11:00,2019-01-21 11:18,UTC+1:00,0:18,0.3,,,,
work,research,writing,,2019-01-21 11:18,2019-01-21 12:18,UTC+1:00,1:00,1.0,,,,
other,break,lunch,,2019-01-21 12:18,2019-01-21 13:01,UTC+1:00,0:43,0.7166666666666667,,,,
work,administrative,meeting,,2019-01-21 13:01,2019-01-21 15:16,UTC+1:00,2:15,2.25,,,,
work,administrative,mail,,2019-01-21 15:16,2019-01-21 15:20,UTC+1:00,0:04,0.06666666666666667,,,,
work,research,writing,,2019-01-21 15:20,2019-01-21 15:32,UTC+1:00,0:12,0.2,,,,
work,administrative,mail,,2019-01-21 15:32,2019-01-21 16:00,UTC+1:00,0:28,0.4666666666666667,,,,
work,administrative,paperwork,,2019-01-21 16:00,2019-01-21 16:27,UTC+1:00,0:27,0.45,,,,
work,research,student,,2019-01-21 16:27,2019-01-21 17:10,UTC+1:00,0:43,0.7166666666666667,,,,
work,industry,projectA,,2019-01-21 17:10,2019-01-21 17:30,UTC+1:00,0:20,0.3333333333333333,,,,
work,research,student,,2019-01-21 17:30,2019-01-21 18:10,UTC+1:00,0:40,0.6666666666666666,,,,
work,administrative,mail,,2019-01-21 18:10,2019-01-21 18:24,UTC+1:00,0:14,0.23333333333333334,,,,
work,administrative,mail,,2019-01-22 08:36,2019-01-22 08:50,UTC+1:00,0:14,0.23333333333333334,,,,
work,research,writing,,2019-01-22 08:50,2019-01-22 09:25,UTC+1:00,0:35,0.5833333333333334,,,,
work,industry,projectA,,2019-01-22 09:25,2019-01-22 12:23,UTC+1:00,2:58,2.966666666666667,,,,
other,break,lunch,,2019-01-22 12:23,2019-01-22 13:30,UTC+1:00,1:07,1.1166666666666667,,,,
work,industry,projectA,,2019-01-22 13:30,2019-01-22 14:35,UTC+1:00,1:05,1.0833333333333333,,,,
work,administrative,meeting,,2019-01-22 14:35,2019-01-22 15:00,UTC+1:00,0:25,0.4166666666666667,,,,
work,industry,projectA,,2019-01-22 15:00,2019-01-22 15:06,UTC+1:00,0:06,0.1,,,,
work,research,student,,2019-01-22 15:06,2019-01-22 18:35,UTC+1:00,3:29,3.4833333333333334,,,,
work,administrative,mail,,2019-01-22 20:10,2019-01-22 20:35,UTC+1:00,0:25,0.4166666666666667,,,,
work,research,thesis,,2019-01-22 20:35,2019-01-22 20:59,UTC+1:00,0:24,0.4,,,,
work,administrative,mail,,2019-01-23 09:54,2019-01-23 10:14,UTC+1:00,0:20,0.3333333333333333,,,,
work,research,machine learning,,2019-01-23 10:14,2019-01-23 11:00,UTC+1:00,0:46,0.7666666666666667,,,,
work,public,lab course,,2019-01-23 11:00,2019-01-23 11:23,UTC+1:00,0:23,0.38333333333333336,,,,
work,research,machine learning,,2019-01-23 11:23,2019-01-23 12:30,UTC+1:00,1:07,1.1166666666666667,,,,
other,break,lunch,,2019-01-23 12:30,2019-01-23 13:16,UTC+1:00,0:46,0.7666666666666667,,,,
work,research,machine learning,,2019-01-23 13:16,2019-01-23 13:50,UTC+1:00,0:34,0.5666666666666667,,,,
work,public,meeting,,2019-01-23 13:50,2019-01-23 14:30,UTC+1:00,0:40,0.6666666666666666,,,,
work,research,student,,2019-01-23 14:30,2019-01-23 15:04,UTC+1:00,0:34,0.5666666666666667,,,,
work,public,lab course,,2019-01-23 15:04,2019-01-23 15:32,UTC+1:00,0:28,0.4666666666666667,,,,
work,administrative,mail,,2019-01-23 15:32,2019-01-23 15:45,UTC+1:00,0:13,0.21666666666666667,,,,
work,administrative,paperwork,,2019-01-23 15:45,2019-01-23 16:34,UTC+1:00,0:49,0.8166666666666667,,,,
work,industry,projectA,,2019-01-23 16:34,2019-01-23 16:40,UTC+1:00,0:06,0.1,,,,
work,research,student,,2019-01-23 16:40,2019-01-23 17:00,UTC+1:00,0:20,0.3333333333333333,,,,
work,industry,projectA,,2019-01-23 17:00,2019-01-23 20:00,UTC+1:00,3:00,3.0,,,,
work,administrative,mail,,2019-01-24 09:33,2019-01-24 10:35,UTC+1:00,1:02,1.0333333333333334,,,,
work,industry,projectA,,2019-01-24 10:35,2019-01-24 10:59,UTC+1:00,0:24,0.4,,,,
work,public,meeting,,2019-01-24 10:59,2019-01-24 12:15,UTC+1:00,1:16,1.2666666666666666,,,,
work,industry,projectA,,2019-01-24 12:15,2019-01-24 12:23,UTC+1:00,0:08,0.13333333333333333,,,,
other,break,lunch,,2019-01-24 12:23,2019-01-24 13:23,UTC+1:00,1:00,1.0,,,,
work,industry,projectA,,2019-01-24 13:23,2019-01-24 14:21,UTC+1:00,0:58,0.9666666666666667,,,,
work,public,paperwork,,2019-01-24 14:21,2019-01-24 14:26,UTC+1:00,0:05,0.08333333333333333,,,,
work,public,meeting,,2019-01-24 14:26,2019-01-24 15:06,UTC+1:00,0:40,0.6666666666666666,,,,
work,industry,projectA,,2019-01-24 15:06,2019-01-24 15:45,UTC+1:00,0:39,0.65,,,,
work,industry,projectB,,2019-01-24 15:45,2019-01-24 16:23,UTC+1:00,0:38,0.6333333333333333,,,,
work,public,presentation,,2019-01-24 16:23,2019-01-24 18:39,UTC+1:00,2:16,2.2666666666666666,,,,
work,administrative,mail,,2019-01-25 09:28,2019-01-25 09:41,UTC+1:00,0:13,0.21666666666666667,,,,
work,public,presentation,,2019-01-25 09:41,2019-01-25 12:43,UTC+1:00,3:02,3.033333333333333,,,,
other,break,lunch,,2019-01-25 12:43,2019-01-25 13:31,UTC+1:00,0:48,0.8,,,,
work,public,presentation,,2019-01-25 13:31,2019-01-25 13:45,UTC+1:00,0:14,0.23333333333333334,,,,
work,administrative,mail,,2019-01-25 13:45,2019-01-25 14:15,UTC+1:00,0:30,0.5,,,,
work,research,machine learning,,2019-01-25 14:15,2019-01-25 16:40,UTC+1:00,2:25,2.4166666666666665,,,,
work,research,teaching,,2019-01-25 16:40,2019-01-25 17:13,UTC+1:00,0:33,0.55,,,,
work,research,machine learning,,2019-01-25 17:13,2019-01-25 17:52,UTC+1:00,0:39,0.65,,,,
work,administrative,paperwork,,2019-01-28 08:42,2019-01-28 09:05,UTC+1:00,0:23,0.38333333333333336,,,,
work,industry,projectA,,2019-01-28 09:05,2019-01-28 09:20,UTC+1:00,0:15,0.25,,,,
work,research,machine learning,,2019-01-28 09:20,2019-01-28 09:48,UTC+1:00,0:28,0.4666666666666667,,,,
work,industry,projectA,,2019-01-28 09:48,2019-01-28 11:00,UTC+1:00,1:12,1.2,,,,
work,administrative,travel,,2019-01-28 11:00,2019-01-28 12:20,UTC+1:00,1:20,1.3333333333333333,,,,
other,break,lunch,,2019-01-28 12:20,2019-01-28 13:01,UTC+1:00,0:41,0.6833333333333333,,,,
work,public,conference,,2019-01-28 13:01,2019-01-28 18:43,UTC+1:00,5:42,5.7,,,,
work,administrative,travel,,2019-01-28 20:30,2019-01-28 23:02,UTC+1:00,2:32,2.533333333333333,,,,
work,administrative,travel,,2019-01-29 07:53,2019-01-29 10:51,UTC+1:00,2:58,2.966666666666667,,,,
work,public,conference,,2019-01-29 10:51,2019-01-29 17:49,UTC+1:00,6:58,6.966666666666667,,,,
work,administrative,travel,,2019-01-29 17:30,2019-01-29 20:30,UTC+1:00,3:00,3.0,,,,
work,administrative,travel,,2019-01-30 08:40,2019-01-30 08:41,UTC+1:00,0:01,0.016666666666666666,,,,
work,administrative,travel,,2019-01-30 08:41,2019-01-30 09:25,UTC+1:00,0:44,0.7333333333333333,,,,
work,public,conference,,2019-01-30 09:25,2019-01-30 13:32,UTC+1:00,4:07,4.116666666666666,,,,
work,administrative,travel,,2019-01-30 13:32,2019-01-30 14:48,UTC+1:00,1:16,1.2666666666666666,,,,
work,administrative,meeting,,2019-01-31 09:25,2019-01-31 10:36,UTC+1:00,1:11,1.1833333333333333,,,,
work,administrative,mail,,2019-01-31 10:36,2019-01-31 11:20,UTC+1:00,0:44,0.7333333333333333,,,,
work,research,machine learning,,2019-01-31 11:20,2019-01-31 12:17,UTC+1:00,0:57,0.95,,,,
other,break,lunch,,2019-01-31 12:17,2019-01-31 13:08,UTC+1:00,0:51,0.85,,,,
work,industry,projectA,,2019-01-31 13:08,2019-01-31 13:26,UTC+1:00,0:18,0.3,,,,
work,industry,demonstration,,2019-01-31 13:26,2019-01-31 14:25,UTC+1:00,0:59,0.9833333333333333,,,,
work,administrative,meeting,,2019-01-31 14:25,2019-01-31 15:12,UTC+1:00,0:47,0.7833333333333333,,,,
work,research,machine learning,,2019-01-31 15:12,2019-01-31 17:15,UTC+1:00,2:03,2.05,,,,
work,administrative,mail,,2019-01-31 17:15,2019-01-31 17:30,UTC+1:00,0:15,0.25,,,,
work,research,writing,,2019-01-31 17:30,2019-01-31 18:41,UTC+1:00,1:11,1.1833333333333333,,,,
work,administrative,paperwork,,2019-02-01 09:03,2019-02-01 09:25,UTC+1:00,0:22,0.36666666666666664,,,,
work,research,machine learning,,2019-02-01 09:25,2019-02-01 09:44,UTC+1:00,0:19,0.31666666666666665,,,,
work,research,presentation,,2019-02-01 09:44,2019-02-01 11:22,UTC+1:00,1:38,1.6333333333333333,,,,
work,research,writing,,2019-02-01 11:22,2019-02-01 12:07,UTC+1:00,0:45,0.75,,,,
work,research,teaching,,2019-02-01 12:07,2019-02-01 12:48,UTC+1:00,0:41,0.6833333333333333,,,,
other,break,lunch,,2019-02-01 12:48,2019-02-01 13:54,UTC+1:00,1:06,1.1,,,,
work,research,writing,,2019-02-01 13:54,2019-02-01 15:37,UTC+1:00,1:43,1.7166666666666666,,,,
work,research,presentation,,2019-02-01 15:37,2019-02-01 18:22,UTC+1:00,2:45,2.75,,,,
work,research,machine learning,,2019-02-03 21:45,2019-02-03 22:37,UTC+1:00,0:52,0.8666666666666667,,,,
work,industry,demonstration,,2019-02-04 09:00,2019-02-04 09:40,UTC+1:00,0:40,0.6666666666666666,,,,
work,administrative,mail,,2019-02-04 09:40,2019-02-04 09:46,UTC+1:00,0:06,0.1,,,,
work,industry,demonstration,,2019-02-04 09:46,2019-02-04 12:17,UTC+1:00,2:31,2.5166666666666666,,,,
other,break,lunch,,2019-02-04 12:17,2019-02-04 13:03,UTC+1:00,0:46,0.7666666666666667,,,,
work,administrative,meeting,,2019-02-04 13:03,2019-02-04 14:00,UTC+1:00,0:57,0.95,,,,
work,public,meeting,,2019-02-04 14:00,2019-02-04 16:30,UTC+1:00,2:30,2.5,,,,
work,administrative,paperwork,,2019-02-04 16:30,2019-02-04 17:10,UTC+1:00,0:40,0.6666666666666666,,,,
work,industry,demonstration,,2019-02-04 17:10,2019-02-04 18:27,UTC+1:00,1:17,1.2833333333333334,,,,
work,public,lab course,,2019-02-04 18:27,2019-02-04 18:53,UTC+1:00,0:26,0.43333333333333335,,,,
work,industry,demonstration,,2019-02-04 18:53,2019-02-04 19:13,UTC+1:00,0:20,0.3333333333333333,,,,
work,industry,projectB,,2019-02-05 08:45,2019-02-05 08:52,UTC+1:00,0:07,0.11666666666666667,,,,
work,administrative,mail,,2019-02-05 08:52,2019-02-05 09:00,UTC+1:00,0:08,0.13333333333333333,,,,
work,industry,demonstration,,2019-02-05 09:00,2019-02-05 12:17,UTC+1:00,3:17,3.283333333333333,,,,
other,break,lunch,,2019-02-05 12:17,2019-02-05 13:16,UTC+1:00,0:59,0.9833333333333333,,,,
work,research,student,,2019-02-05 13:16,2019-02-05 13:38,UTC+1:00,0:22,0.36666666666666664,,,,
work,industry,demonstration,,2019-02-05 13:38,2019-02-05 14:25,UTC+1:00,0:47,0.7833333333333333,,,,
work,public,meeting,,2019-02-05 14:25,2019-02-05 15:10,UTC+1:00,0:45,0.75,,,,
work,industry,demonstration,,2019-02-05 15:10,2019-02-05 17:39,UTC+1:00,2:29,2.4833333333333334,,,,
work,research,student,,2019-02-05 17:39,2019-02-05 18:05,UTC+1:00,0:26,0.43333333333333335,,,,
work,research,presentation,,2019-02-05 21:00,2019-02-05 22:48,UTC+1:00,1:48,1.8,,,,
work,administrative,mail,,2019-02-06 09:30,2019-02-06 09:55,UTC+1:00,0:25,0.4166666666666667,,,,
work,administrative,maintenance,,2019-02-06 09:55,2019-02-06 10:03,UTC+1:00,0:08,0.13333333333333333,,,,
work,industry,projectB,,2019-02-06 10:00,2019-02-06 10:30,UTC+1:00,0:30,0.5,,,,
work,public,meeting,,2019-02-06 10:30,2019-02-06 10:41,UTC+1:00,0:11,0.18333333333333332,,,,
work,industry,demonstration,,2019-02-06 10:41,2019-02-06 10:54,UTC+1:00,0:13,0.21666666666666667,,,,
work,administrative,paperwork,,2019-02-06 10:54,2019-02-06 11:10,UTC+1:00,0:16,0.26666666666666666,,,,
work,industry,demonstration,,2019-02-06 11:10,2019-02-06 12:20,UTC+1:00,1:10,1.1666666666666667,,,,
other,break,lunch,,2019-02-06 12:20,2019-02-06 12:59,UTC+1:00,0:39,0.65,,,,
work,industry,demonstration,,2019-02-06 12:59,2019-02-06 17:55,UTC+1:00,4:56,4.933333333333334,,,,
work,administrative,mail,,2019-02-06 17:55,2019-02-06 18:15,UTC+1:00,0:20,0.3333333333333333,,,,
work,research,machine learning,,2019-02-06 18:15,2019-02-06 18:26,UTC+1:00,0:11,0.18333333333333332,,,,
work,administrative,mail,,2019-02-07 09:10,2019-02-07 09:43,UTC+1:00,0:33,0.55,,,,
work,industry,demonstration,,2019-02-07 09:43,2019-02-07 11:17,UTC+1:00,1:34,1.5666666666666667,,,,
work,industry,projectB,,2019-02-07 11:17,2019-02-07 12:21,UTC+1:00,1:04,1.0666666666666667,,,,
other,break,lunch,,2019-02-07 12:21,2019-02-07 13:15,UTC+1:00,0:54,0.9,,,,
work,industry,projectB,,2019-02-07 13:15,2019-02-07 14:03,UTC+1:00,0:48,0.8,,,,
work,administrative,meeting,,2019-02-07 14:03,2019-02-07 15:00,UTC+1:00,0:57,0.95,,,,
work,industry,demonstration,,2019-02-07 15:00,2019-02-07 16:50,UTC+1:00,1:50,1.8333333333333333,,,,
work,public,lab course,,2019-02-07 16:50,2019-02-07 17:10,UTC+1:00,0:20,0.3333333333333333,,,,
work,industry,demonstration,,2019-02-07 17:10,2019-02-07 18:20,UTC+1:00,1:10,1.1666666666666667,,,,
work,public,lab course,,2019-02-07 18:20,2019-02-07 19:14,UTC+1:00,0:54,0.9,,,,
work,administrative,mail,,2019-02-08 10:21,2019-02-08 10:30,UTC+1:00,0:09,0.15,,,,
work,research,machine learning,,2019-02-08 10:30,2019-02-08 12:32,UTC+1:00,2:02,2.033333333333333,,,,
other,break,lunch,,2019-02-08 12:32,2019-02-08 13:10,UTC+1:00,0:38,0.6333333333333333,,,,
work,research,presentation,,2019-02-08 13:10,2019-02-08 14:30,UTC+1:00,1:20,1.3333333333333333,,,,
work,public,meeting,,2019-02-08 14:30,2019-02-08 15:48,UTC+1:00,1:18,1.3,,,,
work,research,presentation,,2019-02-08 15:48,2019-02-08 16:58,UTC+1:00,1:10,1.1666666666666667,,,,
work,administrative,mail,,2019-02-11 09:04,2019-02-11 09:06,UTC+1:00,0:02,0.03333333333333333,,,,
work,research,machine learning,,2019-02-11 09:06,2019-02-11 09:16,UTC+1:00,0:10,0.16666666666666666,,,,
work,industry,demonstration,,2019-02-11 09:16,2019-02-11 09:36,UTC+1:00,0:20,0.3333333333333333,,,,
work,public,meeting,,2019-02-11 09:36,2019-02-11 12:23,UTC+1:00,2:47,2.783333333333333,,,,
work,industry,demonstration,,2019-02-11 10:30,2019-02-11 12:24,UTC+1:00,1:54,1.9,,,,
other,break,lunch,,2019-02-11 12:24,2019-02-11 13:01,UTC+1:00,0:37,0.6166666666666667,,,,
work,administrative,meeting,,2019-02-11 13:01,2019-02-11 13:50,UTC+1:00,0:49,0.8166666666666667,,,,
work,industry,demonstration,,2019-02-11 13:50,2019-02-11 14:34,UTC+1:00,0:44,0.7333333333333333,,,,
work,industry,projectB,,2019-02-11 14:34,2019-02-11 18:03,UTC+1:00,3:29,3.4833333333333334,,,,
work,administrative,mail,,2019-02-11 18:03,2019-02-11 18:28,UTC+1:00,0:25,0.4166666666666667,,,,
work,administrative,mail,,2019-02-12 08:53,2019-02-12 09:06,UTC+1:00,0:13,0.21666666666666667,,,,
work,industry,projectA,,2019-02-12 09:06,2019-02-12 10:25,UTC+1:00,1:19,1.3166666666666667,,,,
work,industry,demonstration,,2019-02-12 10:25,2019-02-12 10:42,UTC+1:00,0:17,0.2833333333333333,,,,
work,industry,projectA,,2019-02-12 10:42,2019-02-12 10:51,UTC+1:00,0:09,0.15,,,,
work,industry,demonstration,,2019-02-12 10:51,2019-02-12 12:23,UTC+1:00,1:32,1.5333333333333334,,,,
other,break,lunch,,2019-02-12 12:23,2019-02-12 13:06,UTC+1:00,0:43,0.7166666666666667,,,,
work,industry,projectB,,2019-02-12 13:06,2019-02-12 13:12,UTC+1:00,0:06,0.1,,,,
work,industry,projectA,,2019-02-12 13:12,2019-02-12 13:18,UTC+1:00,0:06,0.1,,,,
work,public,presentation,,2019-02-12 13:18,2019-02-12 13:50,UTC+1:00,0:32,0.5333333333333333,,,,
work,industry,projectA,,2019-02-12 13:50,2019-02-12 15:15,UTC+1:00,1:25,1.4166666666666667,,,,
work,industry,demonstration,,2019-02-12 15:15,2019-02-12 19:02,UTC+1:00,3:47,3.783333333333333,,,,
work,research,machine learning,,2019-02-13 09:07,2019-02-13 09:28,UTC+1:00,0:21,0.35,,,,
work,industry,demonstration,,2019-02-13 09:28,2019-02-13 12:17,UTC+1:00,2:49,2.816666666666667,,,,
other,break,lunch,,2019-02-13 12:17,2019-02-13 13:02,UTC+1:00,0:45,0.75,,,,
work,research,student,,2019-02-13 13:00,2019-02-13 13:18,UTC+1:00,0:18,0.3,,,,
work,administrative,mail,,2019-02-13 13:18,2019-02-13 13:26,UTC+1:00,0:08,0.13333333333333333,,,,
work,research,machine learning,,2019-02-13 13:26,2019-02-13 14:00,UTC+1:00,0:34,0.5666666666666667,,,,
work,public,meeting,,2019-02-13 14:00,2019-02-13 15:54,UTC+1:00,1:54,1.9,,,,
work,research,lab course,,2019-02-13 15:54,2019-02-13 18:05,UTC+1:00,2:11,2.183333333333333,,,,
work,industry,demonstration,,2019-02-13 18:05,2019-02-13 19:45,UTC+1:00,1:40,1.6666666666666667,,,,
work,industry,demonstration,,2019-02-14 09:00,2019-02-14 10:42,UTC+1:00,1:42,1.7,,,,
work,administrative,mail,,2019-02-14 10:42,2019-02-14 11:20,UTC+1:00,0:38,0.6333333333333333,,,,
work,research,machine learning,,2019-02-14 11:20,2019-02-14 11:25,UTC+1:00,0:05,0.08333333333333333,,,,
work,industry,demonstration,,2019-02-14 11:25,2019-02-14 11:37,UTC+1:00,0:12,0.2,,,,
work,public,paperwork,,2019-02-14 11:37,2019-02-14 12:30,UTC+1:00,0:53,0.8833333333333333,,,,
work,administrative,mail,,2019-02-14 12:30,2019-02-14 12:45,UTC+1:00,0:15,0.25,,,,
other,break,lunch,,2019-02-14 12:45,2019-02-14 13:10,UTC+1:00,0:25,0.4166666666666667,,,,
work,research,presentation,,2019-02-14 13:10,2019-02-14 13:34,UTC+1:00,0:24,0.4,,,,
work,industry,demonstration,,2019-02-14 13:34,2019-02-14 14:28,UTC+1:00,0:54,0.9,,,,
work,research,machine learning,,2019-02-14 14:28,2019-02-14 15:17,UTC+1:00,0:49,0.8166666666666667,,,,
work,administrative,meeting,,2019-02-14 15:17,2019-02-14 16:41,UTC+1:00,1:24,1.4,,,,
work,industry,projectB,,2019-02-14 16:41,2019-02-14 17:49,UTC+1:00,1:08,1.1333333333333333,,,,
work,research,machine learning,,2019-02-15 09:05,2019-02-15 10:00,UTC+1:00,0:55,0.9166666666666666,,,,
work,research,writing,,2019-02-15 10:00,2019-02-15 12:40,UTC+1:00,2:40,2.6666666666666665,,,,
work,administrative,mail,,2019-02-15 12:40,2019-02-15 12:52,UTC+1:00,0:12,0.2,,,,
other,break,lunch,,2019-02-15 12:52,2019-02-15 13:13,UTC+1:00,0:21,0.35,,,,
work,research,reading,,2019-02-15 13:13,2019-02-15 14:14,UTC+1:00,1:01,1.0166666666666666,,,,
other,break,coffee,,2019-02-15 14:14,2019-02-15 15:02,UTC+1:00,0:48,0.8,,,,
work,research,writing,,2019-02-15 15:02,2019-02-15 16:48,UTC+1:00,1:46,1.7666666666666666,,,,
work,research,writing,,2019-02-15 18:05,2019-02-15 18:28,UTC+1:00,0:23,0.38333333333333336,,,,
work,research,writing,,2019-02-17 17:06,2019-02-17 19:22,UTC+1:00,2:16,2.2666666666666666,,,,
work,administrative,mail,,2019-02-18 09:01,2019-02-18 09:02,UTC+1:00,0:01,0.016666666666666666,,,,
work,research,machine learning,,2019-02-18 09:02,2019-02-18 09:08,UTC+1:00,0:06,0.1,,,,
work,industry,projectB,,2019-02-18 09:08,2019-02-18 09:25,UTC+1:00,0:17,0.2833333333333333,,,,
work,public,meeting,,2019-02-18 09:25,2019-02-18 09:43,UTC+1:00,0:18,0.3,,,,
work,public,paperwork,,2019-02-18 09:43,2019-02-18 10:08,UTC+1:00,0:25,0.4166666666666667,,,,
work,administrative,meeting,,2019-02-18 10:08,2019-02-18 10:11,UTC+1:00,0:03,0.05,,,,
